"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"214","A13",30,"A33","A49",1908,"A61","A75",4,"A93","A101",4,"A121",66,"A143","A152",1,"A174","good","A192","A201",2
"215","A14",36,"A34","A43",3342,"A65","A75",4,"A93","A101",2,"A123",51,"A143","A152",1,"A173","good","A192","A201",1
"216","A12",6,"A34","A48",932,"A65","A74",1,"A92","A101",3,"A122",39,"A143","A152",2,"A172","good","A191","A201",1
"217","A11",18,"A30","A49",3104,"A61","A74",3,"A93","A101",1,"A122",31,"A141","A152",1,"A173","good","A192","A201",1
"218","A13",36,"A32","A43",3913,"A61","A73",2,"A93","A101",2,"A121",23,"A143","A152",1,"A173","good","A192","A201",1
"219","A11",24,"A32","A42",3021,"A61","A73",2,"A91","A101",2,"A121",24,"A143","A151",1,"A172","good","A191","A201",1
"220","A14",10,"A32","A40",1364,"A61","A73",2,"A92","A101",4,"A123",64,"A143","A152",1,"A173","good","A192","A201",1
"221","A12",12,"A32","A43",625,"A61","A72",4,"A94","A103",1,"A121",26,"A141","A152",1,"A172","good","A191","A201",1
"222","A11",12,"A32","A46",1200,"A65","A73",4,"A92","A101",4,"A122",23,"A141","A151",1,"A173","good","A192","A201",1
"223","A14",12,"A32","A43",707,"A61","A73",4,"A93","A101",2,"A121",30,"A141","A152",2,"A173","good","A191","A201",1
"224","A14",24,"A33","A49",2978,"A65","A73",4,"A93","A101",4,"A121",32,"A143","A152",2,"A173","bad","A192","A201",1
"225","A14",15,"A32","A41",4657,"A61","A73",3,"A93","A101",2,"A123",30,"A143","A152",1,"A173","good","A192","A201",1
"226","A14",36,"A30","A45",2613,"A61","A73",4,"A93","A101",2,"A123",27,"A143","A152",2,"A173","good","A191","A201",1
"227","A12",48,"A32","A43",10961,"A64","A74",1,"A93","A102",2,"A124",27,"A141","A152",2,"A173","good","A192","A201",2
"228","A11",12,"A32","A42",7865,"A61","A75",4,"A93","A101",4,"A124",53,"A143","A153",1,"A174","good","A192","A201",2
"229","A14",9,"A32","A43",1478,"A61","A74",4,"A93","A101",2,"A123",22,"A143","A152",1,"A173","good","A191","A201",2
"230","A11",24,"A32","A42",3149,"A61","A72",4,"A93","A101",1,"A124",22,"A141","A153",1,"A173","good","A191","A201",1
"231","A13",36,"A32","A43",4210,"A61","A73",4,"A93","A101",2,"A123",26,"A143","A152",1,"A173","good","A191","A201",2
"232","A14",9,"A32","A40",2507,"A63","A75",2,"A93","A101",4,"A124",51,"A143","A153",1,"A172","good","A191","A201",1
"233","A14",12,"A32","A43",2141,"A62","A74",3,"A93","A101",1,"A124",35,"A143","A152",1,"A173","good","A191","A201",1
"234","A12",18,"A32","A43",866,"A61","A73",4,"A94","A103",2,"A121",25,"A143","A152",1,"A172","good","A191","A201",1
"235","A14",4,"A34","A43",1544,"A61","A74",2,"A93","A101",1,"A121",42,"A143","A152",3,"A172","bad","A191","A201",1
"236","A11",24,"A32","A43",1823,"A61","A71",4,"A93","A101",2,"A123",30,"A142","A152",1,"A174","bad","A191","A201",2
"237","A12",6,"A32","A40",14555,"A65","A71",1,"A93","A101",2,"A122",23,"A143","A152",1,"A171","good","A192","A201",2
"238","A12",21,"A32","A49",2767,"A62","A75",4,"A91","A101",2,"A123",61,"A141","A151",2,"A172","good","A191","A201",2
"239","A14",12,"A34","A43",1291,"A61","A73",4,"A92","A101",2,"A122",35,"A143","A152",2,"A173","good","A191","A201",1
"240","A11",30,"A32","A43",2522,"A61","A75",1,"A93","A103",3,"A122",39,"A143","A152",1,"A173","bad","A191","A201",1
"241","A11",24,"A32","A40",915,"A65","A75",4,"A92","A101",2,"A123",29,"A141","A152",1,"A173","good","A191","A201",2
"242","A14",6,"A32","A43",1595,"A61","A74",3,"A93","A101",2,"A122",51,"A143","A152",1,"A173","bad","A191","A201",1
"243","A11",48,"A30","A41",4605,"A61","A75",3,"A93","A101",4,"A124",24,"A143","A153",2,"A173","bad","A191","A201",2
"244","A14",12,"A34","A49",1185,"A61","A73",3,"A92","A101",2,"A121",27,"A143","A152",2,"A173","good","A191","A201",1
"245","A14",12,"A31","A48",3447,"A63","A73",4,"A92","A101",3,"A121",35,"A143","A152",1,"A172","bad","A191","A201",1
"246","A14",24,"A32","A49",1258,"A61","A74",4,"A93","A101",1,"A121",25,"A143","A152",1,"A173","good","A192","A201",1
"247","A14",12,"A34","A43",717,"A61","A75",4,"A93","A101",4,"A121",52,"A143","A152",3,"A173","good","A191","A201",1
"248","A14",6,"A30","A40",1204,"A62","A73",4,"A93","A101",1,"A124",35,"A141","A151",1,"A173","good","A191","A202",1
"249","A13",24,"A32","A42",1925,"A61","A73",2,"A93","A101",2,"A121",26,"A143","A152",1,"A173","good","A191","A201",1
"250","A14",18,"A32","A43",433,"A61","A71",3,"A92","A102",4,"A121",22,"A143","A151",1,"A173","good","A191","A201",2
"251","A11",6,"A34","A40",666,"A64","A74",3,"A92","A101",4,"A121",39,"A143","A152",2,"A172","good","A192","A201",1
"252","A13",12,"A32","A42",2251,"A61","A73",1,"A92","A101",2,"A123",46,"A143","A152",1,"A172","good","A191","A201",1
"253","A12",30,"A32","A40",2150,"A61","A73",4,"A92","A103",2,"A124",24,"A141","A152",1,"A173","good","A191","A201",2
"254","A14",24,"A33","A42",4151,"A62","A73",2,"A93","A101",3,"A122",35,"A143","A152",2,"A173","good","A191","A201",1
"255","A12",9,"A32","A42",2030,"A65","A74",2,"A93","A101",1,"A123",24,"A143","A152",1,"A173","good","A192","A201",1
"256","A12",60,"A33","A43",7418,"A65","A73",1,"A93","A101",1,"A121",27,"A143","A152",1,"A172","good","A191","A201",1
"257","A14",24,"A34","A43",2684,"A61","A73",4,"A93","A101",2,"A121",35,"A143","A152",2,"A172","good","A191","A201",1
"258","A11",12,"A31","A43",2149,"A61","A73",4,"A91","A101",1,"A124",29,"A143","A153",1,"A173","good","A191","A201",2
"259","A14",15,"A32","A41",3812,"A62","A72",1,"A92","A101",4,"A123",23,"A143","A152",1,"A173","good","A192","A201",1
"260","A14",11,"A34","A43",1154,"A62","A71",4,"A92","A101",4,"A121",57,"A143","A152",3,"A172","good","A191","A201",1
"261","A11",12,"A32","A42",1657,"A61","A73",2,"A93","A101",2,"A121",27,"A143","A152",1,"A173","good","A191","A201",1
"262","A11",24,"A32","A43",1603,"A61","A75",4,"A92","A101",4,"A123",55,"A143","A152",1,"A173","good","A191","A201",1
"263","A11",18,"A34","A40",5302,"A61","A75",2,"A93","A101",4,"A124",36,"A143","A153",3,"A174","good","A192","A201",1
"264","A14",12,"A34","A46",2748,"A61","A75",2,"A92","A101",4,"A124",57,"A141","A153",3,"A172","good","A191","A201",1
"265","A14",10,"A34","A40",1231,"A61","A75",3,"A93","A101",4,"A121",32,"A143","A152",2,"A172","bad","A191","A202",1
"266","A12",15,"A32","A43",802,"A61","A75",4,"A93","A101",3,"A123",37,"A143","A152",1,"A173","bad","A191","A201",2
"267","A14",36,"A34","A49",6304,"A65","A75",4,"A93","A101",4,"A121",36,"A143","A152",2,"A173","good","A191","A201",1
"268","A14",24,"A32","A43",1533,"A61","A72",4,"A92","A101",3,"A123",38,"A142","A152",1,"A173","good","A192","A201",1
"269","A11",14,"A32","A40",8978,"A61","A75",1,"A91","A101",4,"A122",45,"A143","A152",1,"A174","good","A192","A202",2
"270","A14",24,"A32","A43",999,"A65","A75",4,"A93","A101",2,"A123",25,"A143","A152",2,"A173","good","A191","A201",1
"271","A14",18,"A32","A40",2662,"A65","A74",4,"A93","A101",3,"A122",32,"A143","A152",1,"A173","good","A191","A202",1
"272","A14",12,"A34","A42",1402,"A63","A74",3,"A92","A101",4,"A123",37,"A143","A151",1,"A173","good","A192","A201",1
"273","A12",48,"A31","A40",12169,"A65","A71",4,"A93","A102",4,"A124",36,"A143","A153",1,"A174","good","A192","A201",1
"274","A12",48,"A32","A43",3060,"A61","A74",4,"A93","A101",4,"A121",28,"A143","A152",2,"A173","good","A191","A201",2
"275","A11",30,"A32","A45",11998,"A61","A72",1,"A91","A101",1,"A124",34,"A143","A152",1,"A172","good","A192","A201",2
"276","A14",9,"A32","A43",2697,"A61","A73",1,"A93","A101",2,"A121",32,"A143","A152",1,"A173","bad","A191","A201",1
"277","A14",18,"A34","A43",2404,"A61","A73",2,"A92","A101",2,"A123",26,"A143","A152",2,"A173","good","A191","A201",1
"278","A11",12,"A32","A42",1262,"A65","A75",2,"A91","A101",4,"A122",49,"A143","A152",1,"A172","good","A192","A201",1
"279","A14",6,"A32","A42",4611,"A61","A72",1,"A92","A101",4,"A122",32,"A143","A152",1,"A173","good","A191","A201",2
"280","A14",24,"A32","A43",1901,"A62","A73",4,"A93","A101",4,"A123",29,"A143","A151",1,"A174","good","A192","A201",1
"281","A14",15,"A34","A41",3368,"A64","A75",3,"A93","A101",4,"A124",23,"A143","A151",2,"A173","good","A192","A201",1
"282","A14",12,"A32","A42",1574,"A61","A73",4,"A93","A101",2,"A121",50,"A143","A152",1,"A173","good","A191","A201",1
"283","A13",18,"A31","A43",1445,"A65","A74",4,"A93","A101",4,"A123",49,"A141","A152",1,"A172","good","A191","A201",1
"284","A14",15,"A34","A42",1520,"A65","A75",4,"A93","A101",4,"A122",63,"A143","A152",1,"A173","good","A191","A201",1
"285","A12",24,"A34","A40",3878,"A62","A72",4,"A91","A101",2,"A123",37,"A143","A152",1,"A173","good","A192","A201",1
"286","A11",47,"A32","A40",10722,"A61","A72",1,"A92","A101",1,"A121",35,"A143","A152",1,"A172","good","A192","A201",1
"287","A11",48,"A32","A41",4788,"A61","A74",4,"A93","A101",3,"A122",26,"A143","A152",1,"A173","bad","A191","A201",1
"288","A12",48,"A33","A410",7582,"A62","A71",2,"A93","A101",4,"A124",31,"A143","A153",1,"A174","good","A192","A201",1
"289","A12",12,"A32","A43",1092,"A61","A73",4,"A92","A103",4,"A121",49,"A143","A152",2,"A173","good","A192","A201",1
"290","A11",24,"A33","A43",1024,"A61","A72",4,"A94","A101",4,"A121",48,"A142","A152",1,"A173","good","A191","A201",2
"291","A14",12,"A32","A49",1076,"A61","A73",2,"A94","A101",2,"A121",26,"A143","A152",1,"A173","good","A192","A202",1
"292","A12",36,"A32","A41",9398,"A61","A72",1,"A94","A101",4,"A123",28,"A143","A151",1,"A174","good","A192","A201",2
"293","A11",24,"A34","A41",6419,"A61","A75",2,"A92","A101",4,"A124",44,"A143","A153",2,"A174","bad","A192","A201",1
"294","A13",42,"A34","A41",4796,"A61","A75",4,"A93","A101",4,"A124",56,"A143","A153",1,"A173","good","A191","A201",1
"295","A14",48,"A34","A49",7629,"A65","A75",4,"A91","A101",2,"A123",46,"A141","A152",2,"A174","bad","A191","A201",1
"296","A12",48,"A32","A42",9960,"A61","A72",1,"A92","A101",2,"A123",26,"A143","A152",1,"A173","good","A192","A201",2
"297","A14",12,"A32","A41",4675,"A65","A72",1,"A92","A101",4,"A123",20,"A143","A151",1,"A173","good","A191","A201",1
"298","A14",10,"A32","A40",1287,"A65","A75",4,"A93","A102",2,"A122",45,"A143","A152",1,"A172","good","A191","A202",1
"299","A14",18,"A32","A42",2515,"A61","A73",3,"A93","A101",4,"A121",43,"A143","A152",1,"A173","good","A192","A201",1
"300","A12",21,"A34","A42",2745,"A64","A74",3,"A93","A101",2,"A123",32,"A143","A152",2,"A173","good","A192","A201",1
"301","A14",6,"A32","A40",672,"A61","A71",1,"A92","A101",4,"A121",54,"A143","A152",1,"A171","good","A192","A201",1
"302","A12",36,"A30","A43",3804,"A61","A73",4,"A92","A101",1,"A123",42,"A143","A152",1,"A173","good","A192","A201",2
"303","A13",24,"A34","A40",1344,"A65","A74",4,"A93","A101",2,"A121",37,"A141","A152",2,"A172","bad","A191","A201",2
"304","A11",10,"A34","A40",1038,"A61","A74",4,"A93","A102",3,"A122",49,"A143","A152",2,"A173","good","A192","A201",1
"305","A14",48,"A34","A40",10127,"A63","A73",2,"A93","A101",2,"A124",44,"A141","A153",1,"A173","good","A191","A201",2
"306","A14",6,"A32","A42",1543,"A64","A73",4,"A91","A101",2,"A121",33,"A143","A152",1,"A173","good","A191","A201",1
"307","A14",30,"A32","A41",4811,"A65","A74",2,"A92","A101",4,"A122",24,"A142","A151",1,"A172","good","A191","A201",1
"308","A11",12,"A32","A43",727,"A62","A72",4,"A94","A101",3,"A124",33,"A143","A152",1,"A172","good","A192","A201",2
"309","A12",8,"A32","A42",1237,"A61","A73",3,"A92","A101",4,"A121",24,"A143","A152",1,"A173","good","A191","A201",2
"310","A12",9,"A32","A40",276,"A61","A73",4,"A94","A101",4,"A121",22,"A143","A151",1,"A172","good","A191","A201",1
"311","A12",48,"A32","A410",5381,"A65","A71",3,"A93","A101",4,"A124",40,"A141","A153",1,"A171","good","A192","A201",1
"312","A14",24,"A32","A42",5511,"A62","A73",4,"A93","A101",1,"A123",25,"A142","A152",1,"A173","good","A191","A201",1
"313","A13",24,"A32","A42",3749,"A61","A72",2,"A92","A101",4,"A123",26,"A143","A152",1,"A173","good","A191","A201",1
"314","A12",12,"A32","A40",685,"A61","A74",2,"A94","A101",3,"A123",25,"A141","A152",1,"A172","good","A191","A201",2
"315","A13",4,"A32","A40",1494,"A65","A72",1,"A93","A101",2,"A121",29,"A143","A152",1,"A172","bad","A191","A202",1
"316","A11",36,"A31","A42",2746,"A61","A75",4,"A93","A101",4,"A123",31,"A141","A152",1,"A173","good","A191","A201",2
"317","A11",12,"A32","A42",708,"A61","A73",2,"A93","A103",3,"A122",38,"A143","A152",1,"A172","bad","A191","A201",1
"318","A12",24,"A32","A42",4351,"A65","A73",1,"A92","A101",4,"A122",48,"A143","A152",1,"A172","good","A192","A201",1
"319","A14",12,"A34","A46",701,"A61","A73",4,"A93","A101",2,"A123",32,"A143","A152",2,"A173","good","A191","A201",1
"320","A11",15,"A33","A42",3643,"A61","A75",1,"A92","A101",4,"A122",27,"A143","A152",2,"A172","good","A191","A201",1
"321","A12",30,"A34","A40",4249,"A61","A71",4,"A94","A101",2,"A123",28,"A143","A152",2,"A174","good","A191","A201",2
"322","A11",24,"A32","A43",1938,"A61","A72",4,"A91","A101",3,"A122",32,"A143","A152",1,"A173","good","A191","A201",2
"323","A11",24,"A32","A41",2910,"A61","A74",2,"A93","A101",1,"A124",34,"A143","A153",1,"A174","good","A192","A201",1
"324","A11",18,"A32","A42",2659,"A64","A73",4,"A93","A101",2,"A123",28,"A143","A152",1,"A173","good","A191","A201",1
"325","A14",18,"A34","A40",1028,"A61","A73",4,"A92","A101",3,"A121",36,"A143","A152",2,"A173","good","A191","A201",1
"326","A11",8,"A34","A40",3398,"A61","A74",1,"A93","A101",4,"A121",39,"A143","A152",2,"A172","good","A191","A202",1
"327","A14",12,"A34","A42",5801,"A65","A75",2,"A93","A101",4,"A122",49,"A143","A151",1,"A173","good","A192","A201",1
"328","A14",24,"A32","A40",1525,"A64","A74",4,"A92","A101",3,"A123",34,"A143","A152",1,"A173","bad","A192","A201",1
"329","A13",36,"A32","A43",4473,"A61","A75",4,"A93","A101",2,"A123",31,"A143","A152",1,"A173","good","A191","A201",1
"330","A12",6,"A32","A43",1068,"A61","A75",4,"A93","A101",4,"A123",28,"A143","A152",1,"A173","bad","A191","A201",1
"331","A11",24,"A34","A41",6615,"A61","A71",2,"A93","A101",4,"A124",75,"A143","A153",2,"A174","good","A192","A201",1
"332","A14",18,"A34","A46",1864,"A62","A73",4,"A92","A101",2,"A121",30,"A143","A152",2,"A173","good","A191","A201",2
"333","A12",60,"A32","A40",7408,"A62","A72",4,"A92","A101",2,"A122",24,"A143","A152",1,"A174","good","A191","A201",2
"334","A14",48,"A34","A41",11590,"A62","A73",2,"A92","A101",4,"A123",24,"A141","A151",2,"A172","good","A191","A201",2
"335","A11",24,"A30","A42",4110,"A61","A75",3,"A93","A101",4,"A124",23,"A141","A151",2,"A173","bad","A191","A201",2
"336","A11",6,"A34","A42",3384,"A61","A73",1,"A91","A101",4,"A121",44,"A143","A151",1,"A174","good","A192","A201",2
"337","A12",13,"A32","A43",2101,"A61","A72",2,"A92","A103",4,"A122",23,"A143","A152",1,"A172","good","A191","A201",1
"338","A11",15,"A32","A44",1275,"A65","A73",4,"A92","A101",2,"A123",24,"A143","A151",1,"A173","good","A191","A201",2
"339","A11",24,"A32","A42",4169,"A61","A73",4,"A93","A101",4,"A122",28,"A143","A152",1,"A173","good","A191","A201",1
"340","A12",10,"A32","A42",1521,"A61","A73",4,"A91","A101",2,"A123",31,"A143","A152",1,"A172","good","A191","A201",1
"341","A12",24,"A34","A46",5743,"A61","A72",2,"A92","A101",4,"A124",24,"A143","A153",2,"A173","good","A192","A201",1
"342","A11",21,"A32","A42",3599,"A61","A74",1,"A92","A101",4,"A123",26,"A143","A151",1,"A172","good","A191","A201",1
"343","A12",18,"A32","A43",3213,"A63","A72",1,"A94","A101",3,"A121",25,"A143","A151",1,"A173","good","A191","A201",1
"344","A12",18,"A32","A49",4439,"A61","A75",1,"A93","A102",1,"A121",33,"A141","A152",1,"A174","good","A192","A201",1
"345","A13",10,"A32","A40",3949,"A61","A72",1,"A93","A103",1,"A122",37,"A143","A152",1,"A172","bad","A191","A201",1
"346","A14",15,"A34","A43",1459,"A61","A73",4,"A92","A101",2,"A123",43,"A143","A152",1,"A172","good","A191","A201",1
"347","A12",13,"A34","A43",882,"A61","A72",4,"A93","A103",4,"A121",23,"A143","A152",2,"A173","good","A191","A201",1
"348","A12",24,"A32","A43",3758,"A63","A71",1,"A92","A101",4,"A124",23,"A143","A151",1,"A171","good","A191","A201",1
"349","A14",6,"A33","A49",1743,"A62","A73",1,"A93","A101",2,"A121",34,"A143","A152",2,"A172","good","A191","A201",1
"350","A12",9,"A34","A46",1136,"A64","A75",4,"A93","A101",3,"A124",32,"A143","A153",2,"A173","bad","A191","A201",2
"351","A14",9,"A32","A44",1236,"A61","A72",1,"A92","A101",4,"A121",23,"A143","A151",1,"A173","good","A192","A201",1
"352","A12",9,"A32","A42",959,"A61","A73",1,"A92","A101",2,"A123",29,"A143","A152",1,"A173","good","A191","A202",2
"353","A14",18,"A34","A41",3229,"A65","A71",2,"A93","A101",4,"A124",38,"A143","A152",1,"A174","good","A192","A201",1
"354","A11",12,"A30","A43",6199,"A61","A73",4,"A93","A101",2,"A122",28,"A143","A151",2,"A173","good","A192","A201",2
"355","A14",10,"A32","A46",727,"A63","A75",4,"A93","A101",4,"A124",46,"A143","A153",1,"A173","good","A192","A201",1
"356","A12",24,"A32","A40",1246,"A61","A72",4,"A93","A101",2,"A121",23,"A142","A152",1,"A172","good","A191","A201",2
"357","A14",12,"A34","A43",2331,"A65","A75",1,"A93","A102",4,"A121",49,"A143","A152",1,"A173","good","A192","A201",1
"358","A14",36,"A33","A43",4463,"A61","A73",4,"A93","A101",2,"A123",26,"A143","A152",2,"A174","good","A192","A201",2
"359","A14",12,"A32","A43",776,"A61","A73",4,"A94","A101",2,"A121",28,"A143","A152",1,"A173","good","A191","A201",1
"360","A11",30,"A32","A42",2406,"A61","A74",4,"A92","A101",4,"A121",23,"A143","A151",1,"A173","good","A191","A201",2
"361","A12",18,"A32","A46",1239,"A65","A73",4,"A93","A101",4,"A124",61,"A143","A153",1,"A173","good","A191","A201",1
"362","A13",12,"A32","A43",3399,"A65","A75",2,"A93","A101",3,"A123",37,"A143","A152",1,"A174","good","A191","A201",1
"363","A13",12,"A33","A40",2247,"A61","A73",2,"A92","A101",2,"A123",36,"A142","A152",2,"A173","good","A192","A201",1
"364","A14",6,"A32","A42",1766,"A61","A73",1,"A94","A101",2,"A122",21,"A143","A151",1,"A173","good","A191","A201",1
"365","A11",18,"A32","A42",2473,"A61","A71",4,"A93","A101",1,"A123",25,"A143","A152",1,"A171","good","A191","A201",2
"366","A14",12,"A32","A49",1542,"A61","A74",2,"A93","A101",4,"A123",36,"A143","A152",1,"A173","good","A192","A201",1
"367","A14",18,"A34","A41",3850,"A61","A74",3,"A93","A101",1,"A123",27,"A143","A152",2,"A173","good","A191","A201",1
"368","A11",18,"A32","A42",3650,"A61","A72",1,"A92","A101",4,"A123",22,"A143","A151",1,"A173","good","A191","A201",1
"369","A11",36,"A32","A42",3446,"A61","A75",4,"A93","A101",2,"A123",42,"A143","A152",1,"A173","bad","A191","A201",2
"370","A12",18,"A32","A42",3001,"A61","A74",2,"A92","A101",4,"A121",40,"A143","A151",1,"A173","good","A191","A201",1
"371","A14",36,"A32","A40",3079,"A65","A73",4,"A93","A101",4,"A121",36,"A143","A152",1,"A173","good","A191","A201",1
"372","A14",18,"A34","A43",6070,"A61","A75",3,"A93","A101",4,"A123",33,"A143","A152",2,"A173","good","A192","A201",1
"373","A14",10,"A34","A42",2146,"A61","A72",1,"A92","A101",3,"A121",23,"A143","A151",2,"A173","good","A191","A201",1
"374","A14",60,"A34","A40",13756,"A65","A75",2,"A93","A101",4,"A124",63,"A141","A153",1,"A174","good","A192","A201",1
"375","A12",60,"A31","A410",14782,"A62","A75",3,"A92","A101",4,"A124",60,"A141","A153",2,"A174","good","A192","A201",2
"376","A11",48,"A31","A49",7685,"A61","A74",2,"A92","A103",4,"A123",37,"A143","A151",1,"A173","good","A191","A201",2
"377","A14",18,"A33","A43",2320,"A61","A71",2,"A94","A101",3,"A121",34,"A143","A152",2,"A173","good","A191","A201",1
"378","A14",7,"A33","A43",846,"A65","A75",3,"A93","A101",4,"A124",36,"A143","A153",1,"A173","good","A191","A201",1
"379","A12",36,"A32","A40",14318,"A61","A75",4,"A93","A101",2,"A124",57,"A143","A153",1,"A174","good","A192","A201",2
"380","A14",6,"A34","A40",362,"A62","A73",4,"A92","A101",4,"A123",52,"A143","A152",2,"A172","good","A191","A201",1
"381","A11",20,"A32","A42",2212,"A65","A74",4,"A93","A101",4,"A123",39,"A143","A152",1,"A173","good","A192","A201",1
"382","A12",18,"A32","A41",12976,"A61","A71",3,"A92","A101",4,"A124",38,"A143","A153",1,"A174","good","A192","A201",2
"383","A14",22,"A32","A40",1283,"A65","A74",4,"A92","A101",4,"A122",25,"A143","A151",1,"A173","good","A191","A201",1
"384","A13",12,"A32","A40",1330,"A61","A72",4,"A93","A101",1,"A121",26,"A143","A152",1,"A173","good","A191","A201",1
"385","A14",30,"A33","A49",4272,"A62","A73",2,"A93","A101",2,"A122",26,"A143","A152",2,"A172","good","A191","A201",1
"386","A14",18,"A34","A43",2238,"A61","A73",2,"A92","A101",1,"A123",25,"A143","A152",2,"A173","good","A191","A201",1
"387","A14",18,"A32","A43",1126,"A65","A72",4,"A92","A101",2,"A121",21,"A143","A151",1,"A173","good","A192","A201",1
"388","A12",18,"A34","A42",7374,"A61","A71",4,"A93","A101",4,"A122",40,"A142","A152",2,"A174","good","A192","A201",1
"389","A12",15,"A34","A49",2326,"A63","A73",2,"A93","A101",4,"A123",27,"A141","A152",1,"A173","good","A191","A201",1
"390","A14",9,"A32","A49",1449,"A61","A74",3,"A92","A101",2,"A123",27,"A143","A152",2,"A173","good","A191","A201",1
"391","A14",18,"A32","A40",1820,"A61","A73",2,"A94","A101",2,"A122",30,"A143","A152",1,"A174","good","A192","A201",1
"392","A12",12,"A32","A42",983,"A64","A72",1,"A92","A101",4,"A121",19,"A143","A151",1,"A172","good","A191","A201",1
"393","A11",36,"A32","A40",3249,"A61","A74",2,"A93","A101",4,"A124",39,"A141","A153",1,"A174","bad","A192","A201",1
"394","A11",6,"A34","A43",1957,"A61","A74",1,"A92","A101",4,"A123",31,"A143","A152",1,"A173","good","A191","A201",1
"395","A14",9,"A34","A42",2406,"A61","A71",2,"A93","A101",3,"A123",31,"A143","A152",1,"A174","good","A191","A201",1
"396","A12",39,"A33","A46",11760,"A62","A74",2,"A93","A101",3,"A124",32,"A143","A151",1,"A173","good","A192","A201",1
"397","A11",12,"A32","A42",2578,"A61","A71",3,"A92","A101",4,"A124",55,"A143","A153",1,"A174","good","A191","A201",1
"398","A11",36,"A34","A42",2348,"A61","A73",3,"A94","A101",2,"A122",46,"A143","A152",2,"A173","good","A192","A201",1
"399","A12",12,"A32","A40",1223,"A61","A75",1,"A91","A101",1,"A121",46,"A143","A151",2,"A173","good","A191","A201",2
"400","A14",24,"A34","A43",1516,"A64","A73",4,"A92","A101",1,"A121",43,"A143","A152",2,"A172","good","A191","A201",1
"401","A14",18,"A32","A43",1473,"A61","A72",3,"A94","A101",4,"A121",39,"A143","A152",1,"A173","good","A192","A201",1
"402","A12",18,"A34","A49",1887,"A65","A73",4,"A94","A101",4,"A121",28,"A141","A152",2,"A173","good","A191","A201",1
"403","A14",24,"A33","A49",8648,"A61","A72",2,"A93","A101",2,"A123",27,"A141","A152",2,"A173","good","A192","A201",2
"404","A14",14,"A33","A40",802,"A61","A73",4,"A93","A101",2,"A123",27,"A143","A152",2,"A172","good","A191","A201",1
"405","A12",18,"A33","A40",2899,"A65","A75",4,"A93","A101",4,"A123",43,"A143","A152",1,"A173","bad","A191","A201",1
"406","A12",24,"A32","A43",2039,"A61","A72",1,"A94","A101",1,"A122",22,"A143","A152",1,"A173","good","A192","A201",2
"407","A14",24,"A34","A41",2197,"A65","A74",4,"A93","A101",4,"A123",43,"A143","A152",2,"A173","bad","A192","A201",1
"408","A11",15,"A32","A43",1053,"A61","A72",4,"A94","A101",2,"A121",27,"A143","A152",1,"A173","good","A191","A202",1
"409","A14",24,"A32","A43",3235,"A63","A75",3,"A91","A101",2,"A123",26,"A143","A152",1,"A174","good","A192","A201",1
"410","A13",12,"A34","A40",939,"A63","A74",4,"A94","A101",2,"A121",28,"A143","A152",3,"A173","good","A192","A201",2
"411","A12",24,"A32","A43",1967,"A61","A75",4,"A92","A101",4,"A123",20,"A143","A152",1,"A173","good","A192","A201",1
"412","A14",33,"A34","A41",7253,"A61","A74",3,"A93","A101",2,"A123",35,"A143","A152",2,"A174","good","A192","A201",1
"413","A14",12,"A34","A49",2292,"A61","A71",4,"A93","A101",2,"A123",42,"A142","A152",2,"A174","good","A192","A201",2
"414","A14",10,"A32","A40",1597,"A63","A73",3,"A93","A101",2,"A124",40,"A143","A151",1,"A172","bad","A191","A202",1
"415","A11",24,"A32","A40",1381,"A65","A73",4,"A92","A101",2,"A122",35,"A143","A152",1,"A173","good","A191","A201",2
"416","A14",36,"A34","A41",5842,"A61","A75",2,"A93","A101",2,"A122",35,"A143","A152",2,"A173","bad","A192","A201",1
"417","A11",12,"A32","A40",2579,"A61","A72",4,"A93","A101",1,"A121",33,"A143","A152",1,"A172","bad","A191","A201",2
"418","A11",18,"A33","A46",8471,"A65","A73",1,"A92","A101",2,"A123",23,"A143","A151",2,"A173","good","A192","A201",1
"419","A14",21,"A32","A40",2782,"A63","A74",1,"A92","A101",2,"A123",31,"A141","A152",1,"A174","good","A191","A201",1
"420","A12",18,"A32","A40",1042,"A65","A73",4,"A92","A101",2,"A122",33,"A143","A152",1,"A173","good","A191","A201",2
"421","A14",15,"A32","A40",3186,"A64","A74",2,"A92","A101",3,"A123",20,"A143","A151",1,"A173","good","A191","A201",1
"422","A12",12,"A32","A41",2028,"A65","A73",4,"A93","A101",2,"A123",30,"A143","A152",1,"A173","good","A191","A201",1
"423","A12",12,"A34","A40",958,"A61","A74",2,"A93","A101",3,"A121",47,"A143","A152",2,"A172","bad","A191","A201",1
"424","A14",21,"A33","A42",1591,"A62","A74",4,"A93","A101",3,"A121",34,"A143","A152",2,"A174","good","A191","A201",1
"425","A12",12,"A32","A42",2762,"A65","A75",1,"A92","A101",2,"A122",25,"A141","A152",1,"A173","good","A192","A201",2
"426","A12",18,"A32","A41",2779,"A61","A73",1,"A94","A101",3,"A123",21,"A143","A151",1,"A173","good","A192","A201",1
"427","A14",28,"A34","A43",2743,"A61","A75",4,"A93","A101",2,"A123",29,"A143","A152",2,"A173","good","A191","A201",1
