"","date","variable","value","value01"
"520",2010-10-01,"pce",10343.7,0.844020559288148
"521",2010-11-01,"pce",10399.8,0.848834315820183
"522",2010-12-01,"pce",10436.1,0.85194909945856
"523",2011-01-01,"pce",10474.7,0.855261238534078
"524",2011-02-01,"pce",10512.4,0.858496151568976
"525",2011-03-01,"pce",10583.5,0.864597008778027
"526",2011-04-01,"pce",10624.6,0.868123664633048
"527",2011-05-01,"pce",10653.1,0.870569155919376
"528",2011-06-01,"pce",10676.4,0.872568452304339
"529",2011-07-01,"pce",10727.1,0.87691885259265
"530",2011-08-01,"pce",10745.6,0.878506276760968
"531",2011-09-01,"pce",10790.6,0.882367578792013
"532",2011-10-01,"pce",10827.6,0.88554242712865
"533",2011-11-01,"pce",10828.7,0.885636814511631
"534",2011-12-01,"pce",10827.3,0.88551668511511
"535",2012-01-01,"pce",10905.5,0.892226769977948
"536",2012-02-01,"pce",10979.2,0.898550724637681
"537",2012-03-01,"pce",10994.3,0.899846405985876
"538",2012-04-01,"pce",11030.2,0.902926866939532
"539",2012-05-01,"pce",11029,0.902823898885371
"540",2012-06-01,"pce",11032.5,0.903124222376674
"541",2012-07-01,"pce",11074.8,0.906753846285856
"542",2012-08-01,"pce",11104.8,0.909328047639886
"543",2012-09-01,"pce",11179.6,0.915746389682601
"544",2012-10-01,"pce",11199.9,0.917488265932161
"545",2012-11-01,"pce",11222.8,0.919453239632404
"546",2012-12-01,"pce",11245.2,0.921375309976746
"547",2013-01-01,"pce",11303.2,0.926352099261204
"548",2013-02-01,"pce",11371.4,0.932204117006032
"549",2013-03-01,"pce",11378.8,0.93283908667336
"550",2013-04-01,"pce",11373.3,0.932367149758454
"551",2013-05-01,"pce",11407.1,0.935267416617328
"552",2013-06-01,"pce",11462.4,0.940012527779923
"553",2013-07-01,"pce",11484.7,0.941926017453085
"554",2013-08-01,"pce",11511.6,0.944234218000532
"555",2013-09-01,"pce",11559.6,0.94835294016698
"556",2013-10-01,"pce",11602.1,0.951999725418522
"557",2013-11-01,"pce",11671.5,0.957954711217511
"558",2013-12-01,"pce",11686.3,0.959224650552166
"559",2014-01-01,"pce",11663.9,0.957302580207824
"560",2014-02-01,"pce",11714.4,0.961635819153774
"561",2014-03-01,"pce",11807.1,0.969590101337727
"562",2014-04-01,"pce",11825.2,0.971143202821325
"563",2014-05-01,"pce",11864.3,0.974498245252744
"564",2014-06-01,"pce",11922.6,0.979500776550742
"565",2014-07-01,"pce",11944.4,0.981371362868004
"566",2014-08-01,"pce",12017,0.987600930144756
"567",2014-09-01,"pce",12044.6,0.989969195390463
"568",2014-10-01,"pce",12096.4,0.994413983061755
"569",2014-11-01,"pce",12142.2,0.998343930462241
"570",2014-12-01,"pce",12122,0.996610634883861
"571",2015-01-01,"pce",12080.8,0.993075398357659
"572",2015-02-01,"pce",12095.9,0.994371079705855
"573",2015-03-01,"pce",12161.5,1
"574",2015-04-01,"pce",12158.9,0.999776902549317
"575",1967-07-01,"pop",198712,0
"576",1967-08-01,"pop",198911,0.00162881113157356
"577",1967-09-01,"pop",199113,0.00328217720482914
"578",1967-10-01,"pop",199311,0.00490280335584203
"579",1967-11-01,"pop",199498,0.00643339472068754
"580",1967-12-01,"pop",199657,0.00773480662983425
"581",1968-01-01,"pop",199808,0.0089707386944956
"582",1968-02-01,"pop",199920,0.00988745651729077
"583",1968-03-01,"pop",200056,0.0110006138735421
"584",1968-04-01,"pop",200208,0.0122447309187641
"585",1968-05-01,"pop",200361,0.0134970329445468
"586",1968-06-01,"pop",200536,0.0149294045426642
"587",1968-07-01,"pop",200706,0.0163208512379783
"588",1968-08-01,"pop",200898,0.0178923675056272
"589",1968-09-01,"pop",201095,0.0195048086760794
"590",1968-10-01,"pop",201290,0.0211008798854103
"591",1968-11-01,"pop",201466,0.0225414364640884
"592",1968-12-01,"pop",201621,0.0238101084509924
"593",1969-01-01,"pop",201760,0.0249478207489257
"594",1969-02-01,"pop",201881,0.0259382033967669
"595",1969-03-01,"pop",202023,0.0271004706363822
"596",1969-04-01,"pop",202161,0.0282299979537549
"597",1969-05-01,"pop",202331,0.029621444649069
"598",1969-06-01,"pop",202507,0.0310620012277471
"599",1969-07-01,"pop",202677,0.0324534479230612
"600",1969-08-01,"pop",202877,0.0340904440351954
"601",1969-09-01,"pop",203090,0.0358338448946184
"602",1969-10-01,"pop",203302,0.0375690607734807
"603",1969-11-01,"pop",203500,0.0391896869244936
"604",1969-12-01,"pop",203675,0.040622058522611
"605",1970-01-01,"pop",203849,0.0420462451401678
"606",1970-02-01,"pop",204008,0.0433476570493145
"607",1970-03-01,"pop",204156,0.0445590341722938
"608",1970-04-01,"pop",204401,0.0465643544096583
"609",1970-05-01,"pop",204607,0.0482504604051565
"610",1970-06-01,"pop",204830,0.0500757110701862
"611",1970-07-01,"pop",205052,0.0518927767546552
"612",1970-08-01,"pop",205295,0.0538817270308983
"613",1970-09-01,"pop",205540,0.0558870472682627
"614",1970-10-01,"pop",205788,0.0579169224473092
"615",1970-11-01,"pop",206024,0.0598485778596276
"616",1970-12-01,"pop",206238,0.0616001636996112
"617",1971-01-01,"pop",206466,0.0634663392674442
"618",1971-02-01,"pop",206668,0.0651197053406998
"619",1971-03-01,"pop",206855,0.0666502967055453
"620",1971-04-01,"pop",207065,0.0683691426232863
"621",1971-05-01,"pop",207260,0.0699652138326172
"622",1971-06-01,"pop",207462,0.0716185799058727
"623",1971-07-01,"pop",207661,0.0732473910374463
"624",1971-08-01,"pop",207881,0.0750480867607939
"625",1971-09-01,"pop",208114,0.0769551872314303
"626",1971-10-01,"pop",208345,0.0788459177409454
"627",1971-11-01,"pop",208555,0.0805647636586863
"628",1971-12-01,"pop",208740,0.0820789850624105
"629",1972-01-01,"pop",208917,0.0835277266216493
"630",1972-02-01,"pop",209061,0.0847063638223859
"631",1972-03-01,"pop",209212,0.0859422958870473
"632",1972-04-01,"pop",209386,0.087366482504604
"633",1972-05-01,"pop",209545,0.0886678944137508
"634",1972-06-01,"pop",209725,0.0901411909146716
"635",1972-07-01,"pop",209896,0.0915408225905463
"636",1972-08-01,"pop",210075,0.0930059341109065
"637",1972-09-01,"pop",210278,0.0946674851647227
"638",1972-10-01,"pop",210479,0.0963126662574176
"639",1972-11-01,"pop",210656,0.0977614078166564
"640",1972-12-01,"pop",210821,0.0991119296091672
"641",1973-01-01,"pop",210985,0.100454266421117
"642",1973-02-01,"pop",211120,0.101559238796808
"643",1973-03-01,"pop",211254,0.102656026191938
"644",1973-04-01,"pop",211420,0.104014732965009
"645",1973-05-01,"pop",211577,0.105299774913035
"646",1973-06-01,"pop",211746,0.106683036627788
"647",1973-07-01,"pop",211909,0.108017188459177
"648",1973-08-01,"pop",212092,0.10951503990178
"649",1973-09-01,"pop",212289,0.111127481072232
"650",1973-10-01,"pop",212475,0.112649887456517
"651",1973-11-01,"pop",212634,0.113951299365664
"652",1973-12-01,"pop",212785,0.115187231430325
"653",1974-01-01,"pop",212932,0.116390423572744
"654",1974-02-01,"pop",213074,0.117552690812359
"655",1974-03-01,"pop",213211,0.118674033149171
"656",1974-04-01,"pop",213361,0.119901780233272
"657",1974-05-01,"pop",213513,0.121145897278494
"658",1974-06-01,"pop",213686,0.12256189891549
"659",1974-07-01,"pop",213854,0.123936975649683
"660",1974-08-01,"pop",214042,0.125475751995089
"661",1974-09-01,"pop",214246,0.127145488029466
"662",1974-10-01,"pop",214451,0.128823409044404
"663",1974-11-01,"pop",214625,0.13024759566196
"664",1974-12-01,"pop",214782,0.131532637609986
"665",1975-01-01,"pop",214931,0.132752199713526
"666",1975-02-01,"pop",215065,0.133848987108656
"667",1975-03-01,"pop",215198,0.134937589523225
"668",1975-04-01,"pop",215353,0.136206261510129
"669",1975-05-01,"pop",215523,0.137597708205443
"670",1975-06-01,"pop",215768,0.139603028442807
"671",1975-07-01,"pop",215973,0.141280949457745
"672",1975-08-01,"pop",216195,0.143098015142214
"673",1975-09-01,"pop",216393,0.144718641293227
"674",1975-10-01,"pop",216587,0.146306527521997
"675",1975-11-01,"pop",216771,0.147812563945161
"676",1975-12-01,"pop",216931,0.149122160834868
"677",1976-01-01,"pop",217095,0.150464497646818
"678",1976-02-01,"pop",217249,0.151724984653161
"679",1976-03-01,"pop",217381,0.15280540208717
"680",1976-04-01,"pop",217528,0.154008594229589
"681",1976-05-01,"pop",217685,0.155293636177614
"682",1976-06-01,"pop",217861,0.156734192756292
"683",1976-07-01,"pop",218035,0.158158379373849
"684",1976-08-01,"pop",218233,0.159779005524862
"685",1976-09-01,"pop",218440,0.161473296500921
"686",1976-10-01,"pop",218644,0.163143032535298
"687",1976-11-01,"pop",218834,0.164698178841825
"688",1976-12-01,"pop",219006,0.166105995498261
"689",1977-01-01,"pop",219179,0.167521997135257
"690",1977-02-01,"pop",219344,0.168872518927768
"691",1977-03-01,"pop",219504,0.170182115817475
"692",1977-04-01,"pop",219684,0.171655412318396
"693",1977-05-01,"pop",219859,0.173087783916513
"694",1977-06-01,"pop",220046,0.174618375281359
"695",1977-07-01,"pop",220239,0.176198076529568
"696",1977-08-01,"pop",220458,0.177990587272355
"697",1977-09-01,"pop",220688,0.17987313280131
"698",1977-10-01,"pop",220904,0.181641088602415
"699",1977-11-01,"pop",221109,0.183319009617352
"700",1977-12-01,"pop",221303,0.184906895846122
"701",1978-01-01,"pop",221477,0.186331082463679
"702",1978-02-01,"pop",221629,0.187575199508901
"703",1978-03-01,"pop",221792,0.188909351340291
"704",1978-04-01,"pop",221991,0.190538162471864
"705",1978-05-01,"pop",222176,0.192052383875588
"706",1978-06-01,"pop",222379,0.193713934929405
"707",1978-07-01,"pop",222585,0.195400040924903
"708",1978-08-01,"pop",222805,0.19720073664825
"709",1978-09-01,"pop",223053,0.199230611827297
"710",1978-10-01,"pop",223271,0.201014937589523
"711",1978-11-01,"pop",223477,0.202701043585021
"712",1978-12-01,"pop",223670,0.204280744833231
"713",1979-01-01,"pop",223865,0.205876816042562
"714",1979-02-01,"pop",224053,0.207415592387968
"715",1979-03-01,"pop",224235,0.20890525885001
"716",1979-04-01,"pop",224438,0.210566809903826
"717",1979-05-01,"pop",224632,0.212154696132597
"718",1979-06-01,"pop",224843,0.213881727030898
"719",1979-07-01,"pop",225055,0.215616942909761
"720",1979-08-01,"pop",225295,0.217581338244322
"721",1979-09-01,"pop",225547,0.219643953345611
"722",1979-10-01,"pop",225801,0.221722938408021
"723",1979-11-01,"pop",226027,0.223572744014733
"724",1979-12-01,"pop",226243,0.225340699815838
"725",1980-01-01,"pop",226451,0.227043175772458
"726",1980-02-01,"pop",226656,0.228721096787395
"727",1980-03-01,"pop",226849,0.230300798035605
"728",1980-04-01,"pop",227061,0.232036013914467
"729",1980-05-01,"pop",227251,0.233591160220994
"730",1980-06-01,"pop",227522,0.235809289952936
"731",1980-07-01,"pop",227726,0.237479025987313
"732",1980-08-01,"pop",227953,0.239337016574586
"733",1980-09-01,"pop",228186,0.241244117045222
"734",1980-10-01,"pop",228417,0.243134847554737
"735",1980-11-01,"pop",228612,0.244730918764068
"736",1980-12-01,"pop",228779,0.2460978105177
"737",1981-01-01,"pop",228937,0.247391037446286
"738",1981-02-01,"pop",229071,0.248487824841416
"739",1981-03-01,"pop",229224,0.249740126867199
"740",1981-04-01,"pop",229403,0.251205238387559
"741",1981-05-01,"pop",229575,0.252613055043994
"742",1981-06-01,"pop",229761,0.254135461428279
"743",1981-07-01,"pop",229966,0.255813382443217
"744",1981-08-01,"pop",230187,0.257622263147125
"745",1981-09-01,"pop",230412,0.259463883773276
"746",1981-10-01,"pop",230641,0.26133824432167
"747",1981-11-01,"pop",230822,0.262819725803151
"748",1981-12-01,"pop",230989,0.264186617556783
"749",1982-01-01,"pop",231157,0.265561694290976
"750",1982-02-01,"pop",231313,0.266838551258441
"751",1982-03-01,"pop",231470,0.268123593206466
"752",1982-04-01,"pop",231645,0.269555964804584
"753",1982-05-01,"pop",231809,0.270898301616534
"754",1982-06-01,"pop",231992,0.272396153059137
"755",1982-07-01,"pop",232188,0.274000409249028
"756",1982-08-01,"pop",232392,0.275670145283405
"757",1982-09-01,"pop",232599,0.277364436259464
"758",1982-10-01,"pop",232816,0.27914057704113
"759",1982-11-01,"pop",232993,0.280589318600368
"760",1982-12-01,"pop",233160,0.281956210354
"761",1983-01-01,"pop",233322,0.283282177204829
"762",1983-02-01,"pop",233473,0.284518109269491
"763",1983-03-01,"pop",233613,0.285664006547984
"764",1983-04-01,"pop",233781,0.287039083282177
"765",1983-05-01,"pop",233922,0.288193165541232
"766",1983-06-01,"pop",234118,0.289797421731123
"767",1983-07-01,"pop",234307,0.29134438305709
"768",1983-08-01,"pop",234501,0.29293226928586
"769",1983-09-01,"pop",234701,0.294569265397995
"770",1983-10-01,"pop",234907,0.296255371393493
"771",1983-11-01,"pop",235078,0.297655003069368
"772",1983-12-01,"pop",235235,0.298940045017393
"773",1984-01-01,"pop",235385,0.300167792101494
"774",1984-02-01,"pop",235527,0.301330059341109
"775",1984-03-01,"pop",235675,0.302541436464088
"776",1984-04-01,"pop",235839,0.303883773276038
"777",1984-05-01,"pop",235993,0.305144260282382
"778",1984-06-01,"pop",236160,0.306511152036014
"779",1984-07-01,"pop",236348,0.30804992838142
"780",1984-08-01,"pop",236549,0.309695109474115
"781",1984-09-01,"pop",236760,0.311422140372417
"782",1984-10-01,"pop",236976,0.313190096173522
"783",1984-11-01,"pop",237159,0.314687947616124
"784",1984-12-01,"pop",237316,0.31597298956415
"785",1985-01-01,"pop",237468,0.317217106609372
"786",1985-02-01,"pop",237602,0.318313894004502
"787",1985-03-01,"pop",237732,0.319377941477389
"788",1985-04-01,"pop",237900,0.320753018211582
"789",1985-05-01,"pop",238074,0.322177204829139
"790",1985-06-01,"pop",238270,0.32378146101903
"791",1985-07-01,"pop",238466,0.325385717208922
"792",1985-08-01,"pop",238679,0.327129118068345
"793",1985-09-01,"pop",238898,0.328921628811132
"794",1985-10-01,"pop",239113,0.330681399631676
"795",1985-11-01,"pop",239307,0.332269285860446
"796",1985-12-01,"pop",239477,0.33366073255576
"797",1986-01-01,"pop",239638,0.334978514426028
"798",1986-02-01,"pop",239788,0.336206261510129
"799",1986-03-01,"pop",239928,0.337352158788623
"800",1986-04-01,"pop",240094,0.338710865561694
"801",1986-05-01,"pop",240271,0.340159607120933
"802",1986-06-01,"pop",240459,0.341698383466339
"803",1986-07-01,"pop",240651,0.343269899733988
"804",1986-08-01,"pop",240854,0.344931450787804
"805",1986-09-01,"pop",241068,0.346683036627788
"806",1986-10-01,"pop",241274,0.348369142623286
"807",1986-11-01,"pop",241467,0.349948843871496
"808",1986-12-01,"pop",241620,0.351201145897279
"809",1987-01-01,"pop",241784,0.352543482709229
"810",1987-02-01,"pop",241930,0.353738489871087
"811",1987-03-01,"pop",242079,0.354958051974627
"812",1987-04-01,"pop",242252,0.356374053611623
"813",1987-05-01,"pop",242423,0.357773685287497
"814",1987-06-01,"pop",242608,0.359287906691222
"815",1987-07-01,"pop",242804,0.360892162881113
"816",1987-08-01,"pop",243012,0.362594638837733
"817",1987-09-01,"pop",243223,0.364321669736034
"818",1987-10-01,"pop",243446,0.366146920401064
"819",1987-11-01,"pop",243639,0.367726621649274
"820",1987-12-01,"pop",243809,0.369118068344588
"821",1988-01-01,"pop",243981,0.370525885001023
"822",1988-02-01,"pop",244131,0.371753632085124
"823",1988-03-01,"pop",244279,0.372965009208103
"824",1988-04-01,"pop",244445,0.374323715981175
"825",1988-05-01,"pop",244610,0.375674237773685
"826",1988-06-01,"pop",244806,0.377278493963577
"827",1988-07-01,"pop",245021,0.379038264784121
"828",1988-08-01,"pop",245240,0.380830775526908
"829",1988-09-01,"pop",245464,0.382664211172498
"830",1988-10-01,"pop",245693,0.384538571720892
"831",1988-11-01,"pop",245884,0.38610190300798
"832",1988-12-01,"pop",246056,0.387509719664416
"833",1989-01-01,"pop",246224,0.388884796398609
"834",1989-02-01,"pop",246378,0.390145283404952
"835",1989-03-01,"pop",246530,0.391389400450174
"836",1989-04-01,"pop",246721,0.392952731737262
"837",1989-05-01,"pop",246906,0.394466953140986
"838",1989-06-01,"pop",247114,0.396169429097606
"839",1989-07-01,"pop",247342,0.398035604665439
"840",1989-08-01,"pop",247573,0.399926335174954
"841",1989-09-01,"pop",247816,0.401915285451197
"842",1989-10-01,"pop",248067,0.403969715571926
"843",1989-11-01,"pop",248281,0.405721301411909
"844",1989-12-01,"pop",248479,0.407341927562922
"845",1990-01-01,"pop",248659,0.408815224063843
"846",1990-02-01,"pop",248827,0.410190300798036
"847",1990-03-01,"pop",249012,0.41170452220176
"848",1990-04-01,"pop",249306,0.414110906486597
"849",1990-05-01,"pop",249565,0.416230816451811
"850",1990-06-01,"pop",249849,0.418555350931042
"851",1990-07-01,"pop",250132,0.420871700429712
"852",1990-08-01,"pop",250439,0.423384489461838
"853",1990-09-01,"pop",250751,0.425938203396767
"854",1990-10-01,"pop",251057,0.428442807448332
"855",1990-11-01,"pop",251346,0.430808266830366
"856",1990-12-01,"pop",251626,0.433100061387354
"857",1991-01-01,"pop",251889,0.435252711274811
"858",1991-02-01,"pop",252135,0.437266216492736
"859",1991-03-01,"pop",252372,0.439206056885615
"860",1991-04-01,"pop",252643,0.441424186617557
"861",1991-05-01,"pop",252913,0.443634131368938
"862",1991-06-01,"pop",253207,0.446040515653775
"863",1991-07-01,"pop",253493,0.448381420094127
"864",1991-08-01,"pop",253807,0.450951503990178
"865",1991-09-01,"pop",254126,0.453562512789032
"866",1991-10-01,"pop",254435,0.456091671782279
"867",1991-11-01,"pop",254718,0.458408021280949
"868",1991-12-01,"pop",254964,0.460421526498875
"869",1992-01-01,"pop",255214,0.462467771639042
"870",1992-02-01,"pop",255448,0.464383057090239
"871",1992-03-01,"pop",255703,0.466470227133211
"872",1992-04-01,"pop",255992,0.468835686515245
"873",1992-05-01,"pop",256285,0.471233885819521
"874",1992-06-01,"pop",256589,0.473722119909965
"875",1992-07-01,"pop",256894,0.47621853898097
"876",1992-08-01,"pop",257232,0.478985062410477
"877",1992-09-01,"pop",257548,0.481571516267649
"878",1992-10-01,"pop",257861,0.484133415183139
"879",1992-11-01,"pop",258147,0.486474319623491
"880",1992-12-01,"pop",258413,0.488651524452629
"881",1993-01-01,"pop",258679,0.490828729281768
"882",1993-02-01,"pop",258919,0.492793124616329
"883",1993-03-01,"pop",259152,0.494700225086965
"884",1993-04-01,"pop",259414,0.496844689993861
"885",1993-05-01,"pop",259680,0.499021894823
"886",1993-06-01,"pop",259963,0.50133824432167
"887",1993-07-01,"pop",260255,0.503728258645386
"888",1993-08-01,"pop",260566,0.506273787599754
"889",1993-09-01,"pop",260867,0.508737466748516
"890",1993-10-01,"pop",261163,0.511160220994475
"891",1993-11-01,"pop",261425,0.513304685901371
"892",1993-12-01,"pop",261674,0.515342746060978
"893",1994-01-01,"pop",261919,0.517348066298343
"894",1994-02-01,"pop",262123,0.519017802332719
"895",1994-03-01,"pop",262352,0.520892162881113
"896",1994-04-01,"pop",262631,0.52317577245754
"897",1994-05-01,"pop",262877,0.525189277675466
"898",1994-06-01,"pop",263152,0.52744014732965
"899",1994-07-01,"pop",263436,0.529764681808881
"900",1994-08-01,"pop",263724,0.532121956210354
"901",1994-09-01,"pop",264017,0.534520155514631
"902",1994-10-01,"pop",264301,0.536844689993861
"903",1994-11-01,"pop",264559,0.538956414978514
"904",1994-12-01,"pop",264804,0.540961735215879
"905",1995-01-01,"pop",265044,0.54292613055044
"906",1995-02-01,"pop",265270,0.544775936157152
"907",1995-03-01,"pop",265495,0.546617556783303
"908",1995-04-01,"pop",265755,0.548745651729077
"909",1995-05-01,"pop",265998,0.55073460200532
"910",1995-06-01,"pop",266270,0.552960916717823
"911",1995-07-01,"pop",266557,0.555310006138735
"912",1995-08-01,"pop",266843,0.557650910579087
"913",1995-09-01,"pop",267152,0.560180069572335
"914",1995-10-01,"pop",267456,0.562668303662779
"915",1995-11-01,"pop",267715,0.564788213627993
"916",1995-12-01,"pop",267943,0.566654389195826
"917",1996-01-01,"pop",268151,0.568356865152445
"918",1996-02-01,"pop",268364,0.570100266011868
"919",1996-03-01,"pop",268595,0.571990996521383
"920",1996-04-01,"pop",268853,0.574102721506036
"921",1996-05-01,"pop",269108,0.576189891549008
"922",1996-06-01,"pop",269386,0.578465316144874
"923",1996-07-01,"pop",269667,0.580765295682423
"924",1996-08-01,"pop",269976,0.58329445467567
"925",1996-09-01,"pop",270284,0.585815428688357
"926",1996-10-01,"pop",270581,0.588246367914876
"927",1996-11-01,"pop",270878,0.590677307141396
"928",1996-12-01,"pop",271125,0.592698997339881
"929",1997-01-01,"pop",271360,0.594622467771639
"930",1997-02-01,"pop",271585,0.59646408839779
"931",1997-03-01,"pop",271821,0.598395743810108
"932",1997-04-01,"pop",272083,0.600540208717004
"933",1997-05-01,"pop",272342,0.602660118682218
"934",1997-06-01,"pop",272622,0.604951913239206
"935",1997-07-01,"pop",272912,0.607325557601801
"936",1997-08-01,"pop",273237,0.609985676284019
"937",1997-09-01,"pop",273553,0.612572130141191
"938",1997-10-01,"pop",273852,0.615019439328832
"939",1997-11-01,"pop",274126,0.617262124002456
"940",1997-12-01,"pop",274372,0.619275629220381
"941",1998-01-01,"pop",274626,0.621354614282791
"942",1998-02-01,"pop",274838,0.623089830161653
"943",1998-03-01,"pop",275047,0.624800491098834
"944",1998-04-01,"pop",275304,0.626904031102926
"945",1998-05-01,"pop",275564,0.629032126048701
"946",1998-06-01,"pop",275836,0.631258440761203
"947",1998-07-01,"pop",276115,0.63354205033763
"948",1998-08-01,"pop",276418,0.636022099447514
"949",1998-09-01,"pop",276714,0.638444853693472
"950",1998-10-01,"pop",277003,0.640810313075506
"951",1998-11-01,"pop",277277,0.64305299774913
"952",1998-12-01,"pop",277526,0.645091057908737
"953",1999-01-01,"pop",277790,0.647251892776755
"954",1999-02-01,"pop",277992,0.64890525885001
"955",1999-03-01,"pop",278198,0.650591364845509
"956",1999-04-01,"pop",278451,0.652662164927358
"957",1999-05-01,"pop",278717,0.654839369756497
"958",1999-06-01,"pop",279001,0.657163904235727
"959",1999-07-01,"pop",279295,0.659570288520565
"960",1999-08-01,"pop",279602,0.662083077552691
"961",1999-09-01,"pop",279903,0.664546756701453
"962",1999-10-01,"pop",280203,0.667002250869654
"963",1999-11-01,"pop",280471,0.669195825659914
"964",1999-12-01,"pop",280716,0.671201145897279
"965",2000-01-01,"pop",280976,0.673329240843053
"966",2000-02-01,"pop",281190,0.675080826683037
"967",2000-03-01,"pop",281409,0.676873337425824
"968",2000-04-01,"pop",281653,0.678870472682627
"969",2000-05-01,"pop",281877,0.680703908328218
"970",2000-06-01,"pop",282126,0.682741968487825
"971",2000-07-01,"pop",282385,0.684861878453039
"972",2000-08-01,"pop",282653,0.687055453243299
"973",2000-09-01,"pop",282932,0.689339062819726
"974",2000-10-01,"pop",283201,0.691540822590546
"975",2000-11-01,"pop",283453,0.693603437691836
"976",2000-12-01,"pop",283696,0.695592387968079
"977",2001-01-01,"pop",283920,0.697425823613669
"978",2001-02-01,"pop",284137,0.699201964395335
"979",2001-03-01,"pop",284350,0.700945365254757
"980",2001-04-01,"pop",284581,0.702836095764273
"981",2001-05-01,"pop",284810,0.704710456312666
"982",2001-06-01,"pop",285062,0.706773071413955
"983",2001-07-01,"pop",285309,0.708794761612441
"984",2001-08-01,"pop",285570,0.710931041538776
"985",2001-09-01,"pop",285843,0.71316554123184
"986",2001-10-01,"pop",286098,0.715252711274811
"987",2001-11-01,"pop",286341,0.717241661551054
"988",2001-12-01,"pop",286570,0.719116022099447
"989",2002-01-01,"pop",286788,0.720900347861674
"990",2002-02-01,"pop",286994,0.722586453857172
"991",2002-03-01,"pop",287190,0.724190710047064
"992",2002-04-01,"pop",287397,0.725885001023123
"993",2002-05-01,"pop",287623,0.727734806629834
"994",2002-06-01,"pop",287864,0.729707386944956
"995",2002-07-01,"pop",288105,0.731679967260078
"996",2002-08-01,"pop",288360,0.733767137303049
"997",2002-09-01,"pop",288618,0.735878862287702
"998",2002-10-01,"pop",288870,0.737941477388991
"999",2002-11-01,"pop",289106,0.73987313280131
"1000",2002-12-01,"pop",289313,0.741567423777369
"1001",2003-01-01,"pop",289518,0.743245344792306
"1002",2003-02-01,"pop",289714,0.744849600982198
"1003",2003-03-01,"pop",289911,0.74646204215265
"1004",2003-04-01,"pop",290125,0.748213627992633
"1005",2003-05-01,"pop",290346,0.750022508696542
"1006",2003-06-01,"pop",290584,0.751970534069982
"1007",2003-07-01,"pop",290820,0.7539021894823
"1008",2003-08-01,"pop",291072,0.755964804583589
"1009",2003-09-01,"pop",291321,0.758002864743196
"1010",2003-10-01,"pop",291574,0.760073664825046
"1011",2003-11-01,"pop",291807,0.761980765295682
"1012",2003-12-01,"pop",292008,0.763625946388377
"1013",2004-01-01,"pop",292192,0.765131982811541
"1014",2004-02-01,"pop",292368,0.766572539390219
"1015",2004-03-01,"pop",292561,0.768152240638428
"1016",2004-04-01,"pop",292779,0.769936566400655
"1017",2004-05-01,"pop",292997,0.771720892162881
"1018",2004-06-01,"pop",293223,0.773570697769593
"1019",2004-07-01,"pop",293463,0.775535093104154
"1020",2004-08-01,"pop",293719,0.777630448127686
"1021",2004-09-01,"pop",293971,0.779693063228975
"1022",2004-10-01,"pop",294230,0.781812973194189
"1023",2004-11-01,"pop",294466,0.783744628606507
"1024",2004-12-01,"pop",294694,0.78561080417434
"1025",2005-01-01,"pop",294914,0.787411499897688
"1026",2005-02-01,"pop",295105,0.788974831184776
"1027",2005-03-01,"pop",295287,0.790464497646818
"1028",2005-04-01,"pop",295490,0.792126048700634
"1029",2005-05-01,"pop",295704,0.793877634540618
"1030",2005-06-01,"pop",295936,0.795776550030694
"1031",2005-07-01,"pop",296186,0.797822795170862
"1032",2005-08-01,"pop",296440,0.799901780233272
"1033",2005-09-01,"pop",296707,0.802087170042971
"1034",2005-10-01,"pop",296972,0.804256189891549
"1035",2005-11-01,"pop",297207,0.806179660323307
"1036",2005-12-01,"pop",297431,0.808013095968897
"1037",2006-01-01,"pop",297647,0.809781051770002
"1038",2006-02-01,"pop",297854,0.811475342746061
"1039",2006-03-01,"pop",298060,0.813161448741559
"1040",2006-04-01,"pop",298281,0.814970329445468
"1041",2006-05-01,"pop",298496,0.816730100266012
"1042",2006-06-01,"pop",298739,0.818719050542255
"1043",2006-07-01,"pop",298996,0.820822590546347
"1044",2006-08-01,"pop",299263,0.823007980356047
"1045",2006-09-01,"pop",299554,0.825389809699202
"1046",2006-10-01,"pop",299835,0.827689789236751
"1047",2006-11-01,"pop",300094,0.829809699201964
"1048",2006-12-01,"pop",300340,0.83182320441989
"1049",2007-01-01,"pop",300574,0.833738489871087
"1050",2007-02-01,"pop",300802,0.83560466543892
"1051",2007-03-01,"pop",301021,0.837397176181707
"1052",2007-04-01,"pop",301254,0.839304276652343
"1053",2007-05-01,"pop",301483,0.841178637200737
"1054",2007-06-01,"pop",301739,0.843273992224268
"1055",2007-07-01,"pop",302004,0.845443012072846
"1056",2007-08-01,"pop",302267,0.847595661960303
"1057",2007-09-01,"pop",302546,0.84987927153673
"1058",2007-10-01,"pop",302807,0.852015551463065
"1059",2007-11-01,"pop",303054,0.854037241661551
"1060",2007-12-01,"pop",303287,0.855944342132187
"1061",2008-01-01,"pop",303506,0.857736852874974
"1062",2008-02-01,"pop",303711,0.859414773889912
"1063",2008-03-01,"pop",303907,0.861019030079804
"1064",2008-04-01,"pop",304117,0.862737875997544
"1065",2008-05-01,"pop",304323,0.864423981993043
"1066",2008-06-01,"pop",304556,0.866331082463679
"1067",2008-07-01,"pop",304798,0.868311847759362
"1068",2008-08-01,"pop",305045,0.870333537957847
"1069",2008-09-01,"pop",305309,0.872494372825865
