"","id","time","study","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
"106",82,1,"MAPS",1,2,1,1,2,2,2,1,1,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2
"107",148,1,"MAPS",1,1,1,2,2,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,1,2,1,1
"108",120,1,"MAPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",46,1,"MAPS",1,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2
"110",9,1,"MAPS",1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2
"111",13,1,"MAPS",2,2,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"112",25,1,"MAPS",1,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2
"113",3,1,"MAPS",1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,1,2
"114",99,1,"MAPS",1,1,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2
"115",71,1,"MAPS",1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,1
"116",73,1,"MAPS",1,2,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2
"117",20,1,"MAPS",2,1,1,1,1,1,1,2,1,2,1,2,1,NA,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",53,1,"MAPS",2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2
"119",67,1,"MAPS",2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,1,2,2,1,2,1
"120",75,1,"MAPS",1,2,1,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1
"121",97,1,"MAPS",1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2
"122",90,1,"MAPS",1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2
"123",87,1,"MAPS",2,2,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2
"124",133,1,"MAPS",2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,NA,2,1,2,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,1
"125",98,1,"MAPS",2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1
"126",72,1,"MAPS",1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2,1,2
"127",118,1,"MAPS",2,2,1,2,1,1,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2
"128",78,1,"MAPS",1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,1,1,2,1,2
"129",101,1,"MAPS",2,1,2,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2
"130",154,1,"MAPS",1,2,1,1,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,1,1
"131",59,1,"MAPS",1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",36,1,"MAPS",1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2
"133",64,1,"MAPS",2,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2
"134",57,1,"MAPS",2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,1,1,2,2
"135",113,1,"MAPS",2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,2
"136",37,1,"MAPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",149,1,"MAPS",1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,2,NA,2,1,2,2,NA,NA,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,NA,2,1,1,2,2,2
"138",38,1,"MAPS",2,2,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2
"139",66,1,"MAPS",1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1
"140",47,1,"MAPS",1,1,2,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,2,1
"141",11,1,"MAPS",2,2,2,2,1,1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,2,1,2,2,2
"142",62,1,"MAPS",2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"143",126,1,"MAPS",1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2
"144",70,1,"MAPS",1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2
"145",76,1,"MAPS",1,2,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2
"146",100,1,"MAPS",1,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"147",160,1,"MAPS",1,1,1,1,2,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,2,1,1
"148",68,1,"MAPS",1,2,1,1,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,1,2
"149",29,1,"MAPS",1,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,1,2,1,2,2,2,1,1,2
"150",112,2,"MAPS",1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2
"151",85,2,"MAPS",1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2
"152",96,2,"MAPS",NA,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2
"153",81,2,"MAPS",1,2,2,2,1,1,2,2,2,2,1,1,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,1,2,2,1
"154",146,2,"MAPS",1,1,2,2,2,1,1,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,2
"155",48,2,"MAPS",1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2
"156",14,2,"MAPS",2,2,1,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,NA,2,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2
"157",30,2,"MAPS",1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1
"158",52,2,"MAPS",1,1,2,2,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2
"159",153,2,"MAPS",1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2
"160",127,2,"MAPS",1,2,2,2,1,1,1,2,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,2
"161",51,2,"MAPS",2,1,1,2,2,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,2,2,2
"162",26,2,"MAPS",1,1,2,2,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,NA,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,1,1,1,2
"163",105,2,"MAPS",1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,1,1,2,2,2,1,1,1,2
"164",151,2,"MAPS",2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2
"165",94,2,"MAPS",1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2
"166",136,2,"MAPS",1,2,1,2,2,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2
"167",79,2,"MAPS",1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,2,2
"168",102,2,"MAPS",1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,2
"169",61,2,"MAPS",2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,1,2
"170",63,2,"MAPS",1,2,2,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2,2,1,2,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2
"171",134,2,"MAPS",2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2
"172",89,2,"MAPS",2,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,NA,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1
"173",86,2,"MAPS",2,1,2,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2
"174",31,2,"MAPS",1,2,2,1,1,2,2,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2
"175",122,2,"MAPS",2,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,2,2,1,2,1,1,2
"176",158,2,"MAPS",2,2,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,1,1,1,2,2,1,2,2
"177",132,2,"MAPS",1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,1,2,2
"178",74,2,"MAPS",2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"179",125,2,"MAPS",1,2,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,2,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2
"180",34,2,"MAPS",2,1,2,2,2,2,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2
"181",12,2,"MAPS",2,1,2,2,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,2,1,2,1,2,2,1,1,2,2,1,1,1,2,2
"182",129,2,"MAPS",1,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,2
"183",142,2,"MAPS",1,2,2,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,1
"184",119,2,"MAPS",1,1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2
"185",39,2,"MAPS",1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,1,1,1,2
"186",109,2,"MAPS",1,2,1,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2
"187",115,2,"MAPS",2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,1,2
"188",123,2,"MAPS",1,1,1,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,2,1,2,1,2,1,1,NA,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2
"189",104,2,"MAPS",2,1,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2
"190",156,2,"MAPS",1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2
"191",116,2,"MAPS",1,1,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2
"192",19,2,"MAPS",2,1,NA,1,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,1
"193",28,2,"MAPS",1,2,1,1,1,2,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2
"194",140,2,"MAPS",1,2,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2
"195",124,2,"MAPS",1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2
"196",15,2,"MAPS",2,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2
"197",130,2,"MAPS",1,1,1,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,2,1,2,1,1,1,2,1,1
"198",111,2,"MAPS",1,1,2,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2
"199",93,2,"MAPS",1,1,2,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,2
"200",17,2,"MAPS",1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,1
"201",92,2,"MAPS",1,1,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1
"202",143,2,"MAPS",2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2
"203",80,2,"MAPS",2,1,2,1,1,2,2,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,2,2
"204",135,2,"MAPS",2,1,1,2,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2
"205",103,2,"MAPS",1,2,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,2,1,1,1,2,1,2,1,2,1,2
"206",50,2,"MAPS",2,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,1,2,2,2,1,1,1,1,2
"207",18,2,"MAPS",1,2,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,1,1,1,2,2
"208",24,2,"MAPS",2,2,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,1
"209",56,2,"MAPS",1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2
"210",5,2,"MAPS",2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2
"211",139,2,"MAPS",1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2
