"","active","afraid","alert","angry","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","anxious","cheerful","idle","inactive","tranquil","alone","kindly","scornful","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","gender","TOD","drug","film","time","id","form","study"
"917",0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,2,0,NA,NA,NA,20,11,1,11,7,NA,19,NA,2,2,17,2,"FLAT"
"918",1,0,2,0,1,0,1,NA,0,2,0,0,0,0,1,1,2,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2,2,1,2,1,1,1,2,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,2,1,1,0,0,1,2,1,2,0,1,2,1,1,NA,NA,NA,12,14,1,7,5,NA,19,NA,2,2,18,2,"FLAT"
"919",1,0,0,1,0,1,1,1,0,0,2,2,1,1,1,1,0,1,1,1,3,1,0,0,0,0,1,1,0,1,0,0,0,1,0,2,0,1,0,0,1,1,0,0,2,0,2,1,2,1,1,1,2,1,1,1,0,1,1,1,2,1,1,1,0,0,0,1,0,1,2,1,NA,NA,NA,7,3,3,3,2,NA,8.5,NA,1,2,19,2,"FLAT"
"920",0,0,0,3,0,2,2,0,0,0,1,0,0,1,0,0,0,3,0,3,1,0,0,0,0,0,0,1,0,2,1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,3,0,0,0,1,3,0,3,0,0,0,1,2,3,3,0,1,0,0,1,0,0,0,0,NA,NA,NA,16,13,2,8,6,NA,8.5,NA,1,2,20,2,"FLAT"
"921",1,1,1,3,2,1,2,1,1,1,2,1,1,1,1,1,0,3,1,2,0,1,1,2,0,1,2,2,0,2,0,0,0,2,1,3,2,2,1,1,1,1,1,0,0,1,1,1,3,0,1,1,1,1,0,3,1,3,1,2,1,2,2,2,1,1,1,2,0,1,1,1,NA,NA,NA,12,12,3,7,4,NA,8.5,NA,1,2,21,2,"FLAT"
"922",1,0,1,1,1,0,1,1,1,1,0,2,1,2,0,1,0,0,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2,1,2,1,1,0,1,1,0,0,0,1,0,0,0,1,0,2,2,0,0,0,1,0,1,2,NA,0,0,1,0,1,1,0,0,2,1,NA,NA,NA,12,8,3,8,3,NA,8.5,NA,2,2,22,2,"FLAT"
"923",0,0,1,0,0,0,0,1,1,1,0,0,3,0,2,1,1,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,1,2,0,2,2,0,1,0,1,3,1,1,0,3,0,0,1,3,0,0,0,1,2,0,0,1,0,2,3,NA,NA,NA,19,5,4,10,7,NA,19,NA,3,2,23,2,"FLAT"
"924",1,0,1,1,0,0,0,1,1,1,1,2,2,3,1,1,0,1,2,1,2,1,0,0,0,0,0,3,0,3,1,0,1,2,0,1,0,2,0,0,0,0,2,0,0,2,1,1,1,0,0,2,2,2,1,0,3,1,0,3,2,1,0,0,1,0,1,3,0,1,1,1,NA,NA,NA,18,7,1,9,7,NA,19,NA,3,2,24,2,"FLAT"
"925",0,0,0,0,1,0,0,1,1,0,0,2,3,0,0,1,1,1,0,1,3,2,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,2,2,2,3,0,0,0,2,3,3,1,0,1,0,0,0,3,0,0,0,0,2,0,0,0,2,3,2,NA,NA,NA,17,15,4,8,7,NA,19,NA,3,2,25,2,"FLAT"
"926",0,0,1,1,0,0,0,2,1,1,2,3,2,0,2,1,1,1,1,1,1,3,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,2,1,0,0,0,0,2,1,2,1,0,1,1,1,1,0,1,0,0,0,1,2,1,0,0,1,1,0,0,2,1,2,NA,NA,NA,15,12,0,10,4,NA,19,NA,3,2,26,2,"FLAT"
"927",0,0,1,0,0,1,0,2,2,1,0,3,2,1,2,2,0,0,2,0,3,1,0,1,1,1,0,1,0,0,1,1,2,NA,0,1,2,1,1,0,0,1,3,1,1,2,2,2,0,1,0,2,3,NA,1,1,1,1,0,0,3,0,0,0,0,2,0,1,1,1,1,2,NA,NA,NA,14,12,0,11,2,NA,19,NA,3,2,27,2,"FLAT"
"928",1,0,1,0,2,0,0,2,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1,2,2,0,2,0,1,1,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,1,1,NA,NA,NA,14,9,1,8,5,NA,8.5,NA,2,2,28,2,"FLAT"
"929",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,NA,1,NA,NA,NA,15,15,1,7,6,NA,8.5,NA,2,2,29,2,"FLAT"
"930",0,0,1,1,1,0,0,1,0,0,0,0,1,1,2,0,0,0,0,1,3,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,0,0,0,0,3,1,2,1,2,0,0,1,2,1,1,0,0,0,0,1,0,0,3,0,NA,NA,NA,13,18,0,8,3,NA,8.5,NA,2,2,30,2,"FLAT"
"931",0,0,1,0,1,0,0,0,0,0,0,2,0,NA,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,2,0,3,1,0,0,0,0,0,1,NA,0,1,0,0,0,0,1,0,0,0,0,NA,NA,NA,14,14,0,8,5,NA,8.5,NA,2,2,31,2,"FLAT"
"932",0,1,1,1,0,1,2,1,1,1,2,1,2,1,1,0,0,2,1,2,1,1,0,1,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,1,2,2,2,0,0,2,1,2,1,2,1,0,2,0,1,2,2,0,1,1,1,0,0,1,1,2,NA,NA,NA,18,17,1,8,8,NA,19,NA,1,2,32,2,"FLAT"
"933",1,0,1,0,2,0,0,1,1,1,0,0,1,0,1,1,2,0,3,1,0,0,0,2,0,2,0,0,1,0,0,0,2,0,1,0,2,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,1,NA,NA,NA,12,10,2,7,4,NA,19,NA,4,2,33,2,"FLAT"
"934",1,0,0,0,0,0,0,1,1,1,0,2,2,2,1,1,2,0,1,0,2,1,0,1,2,0,0,2,1,0,1,0,1,0,0,0,1,1,1,1,0,2,2,1,2,0,1,1,0,0,0,1,2,1,2,1,1,1,0,2,2,0,1,1,1,2,0,2,1,0,1,2,NA,NA,NA,21,13,0,12,8,NA,19,NA,4,2,34,2,"FLAT"
"935",2,0,2,0,0,0,0,2,0,1,0,0,2,0,2,2,2,0,0,0,0,0,2,2,2,2,0,0,2,0,0,0,2,0,1,0,2,0,0,2,0,0,2,2,2,0,0,2,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,NA,NA,NA,10,4,7,5,4,NA,19,NA,4,2,35,2,"FLAT"
"936",1,0,2,0,0,0,0,3,1,2,0,2,2,0,2,2,3,1,1,1,2,1,1,1,2,1,0,2,1,0,0,0,2,0,1,1,2,1,0,2,1,0,2,1,0,1,2,3,0,2,0,2,2,2,2,0,1,2,1,0,NA,0,0,2,1,3,2,1,2,2,2,2,NA,NA,NA,13,2,0,8,3,NA,19,NA,4,2,36,2,"FLAT"
"937",0,0,2,1,0,1,0,1,2,0,1,3,1,0,1,1,0,2,0,2,2,0,0,0,1,0,0,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,2,0,0,1,2,3,1,1,0,2,2,1,1,2,2,1,0,1,1,1,1,0,0,1,1,0,0,3,3,1,NA,NA,NA,19,16,0,13,5,NA,19,NA,1,2,37,2,"FLAT"
"938",1,0,1,1,2,0,0,1,1,1,2,2,1,2,2,1,0,1,1,1,2,2,1,1,0,1,1,2,0,2,2,0,1,1,0,2,1,2,1,1,1,1,1,0,2,1,2,1,1,1,0,1,2,2,1,0,2,2,1,1,2,1,1,1,1,1,1,1,0,1,2,1,NA,NA,NA,12,10,1,7,4,NA,19,NA,1,2,38,2,"FLAT"
"939",0,1,1,2,0,1,1,0,1,1,2,0,1,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,1,1,0,2,1,0,0,1,1,2,2,0,1,0,0,0,0,1,1,0,NA,NA,NA,18.1,9.1,0,10,7.1,NA,19,NA,1,2,39,2,"FLAT"
"940",0,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,3,0,3,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,0,3,0,3,0,0,0,0,3,0,2,2,0,0,1,0,3,1,0,0,0,2,0,0,1,2,0,NA,NA,NA,7,13,4,3,2,NA,19,NA,1,2,40,2,"FLAT"
"941",0,1,0,3,0,3,0,0,0,0,1,2,1,2,1,0,0,3,0,2,3,3,0,0,0,0,2,3,0,2,2,3,0,2,0,1,0,2,0,0,0,1,1,0,0,2,2,1,3,0,2,0,3,1,0,3,1,1,0,2,3,3,3,0,0,0,0,1,0,0,2,1,NA,NA,NA,11,13,2,5,3,NA,19,NA,1,2,41,2,"FLAT"
"942",1,0,1,0,0,0,0,1,0,1,0,3,1,0,1,1,1,1,1,0,3,0,0,0,1,1,0,2,0,0,1,0,1,NA,0,1,0,0,NA,0,0,0,1,1,1,1,0,1,0,1,0,1,3,1,1,0,1,0,0,1,3,1,1,0,0,1,0,0,0,0,1,1,NA,NA,NA,7,20,2,3,3,NA,8.5,NA,3,2,42,2,"FLAT"
"943",0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,2,1,NA,NA,NA,9,5,4,9,0,NA,8.5,NA,3,2,43,2,"FLAT"
"944",2,1,2,1,2,1,3,3,2,2,1,0,3,0,2,2,2,1,3,1,1,1,3,1,2,2,1,2,2,0,0,1,3,0,2,3,2,0,0,2,1,1,2,2,3,2,2,3,1,3,1,2,1,0,2,2,1,3,2,1,1,0,1,2,2,3,0,1,2,0,1,2,NA,NA,NA,4,17,3,1,1,NA,8.5,NA,3,2,44,2,"FLAT"
"945",1,1,1,0,1,0,0,1,1,1,0,2,1,1,1,1,1,0,1,1,2,1,1,1,1,1,0,2,1,2,2,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,2,2,1,0,1,1,0,2,2,0,1,1,1,1,0,1,1,1,1,1,NA,NA,NA,11,4,3,9,2,NA,8.5,NA,3,2,45,2,"FLAT"
"946",2,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,1,2,1,0,1,0,0,1,1,0,0,1,3,0,0,0,0,0,2,2,1,0,0,2,1,0,1,0,0,1,1,2,1,1,2,3,0,1,NA,NA,NA,11,10,3,6,5,NA,8.5,NA,3,2,46,2,"FLAT"
"947",0,0,1,0,1,0,0,0,1,0,0,2,2,0,1,2,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,1,1,1,1,NA,NA,NA,11,10,3,8,2,NA,19,NA,4,2,47,2,"FLAT"
"948",2,0,2,0,2,0,0,2,1,2,0,0,1,0,2,2,2,0,1,0,1,0,0,2,2,2,0,0,3,0,0,0,3,0,1,0,2,0,0,2,0,0,0,2,2,0,0,2,0,2,0,1,1,1,2,0,0,0,1,0,1,0,0,1,2,2,2,0,2,0,0,1,NA,NA,NA,20,1,2,11,6,NA,19,NA,4,2,48,2,"FLAT"
"949",1,0,1,0,1,0,0,2,1,1,0,0,2,0,2,2,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,2,0,1,0,1,0,0,2,0,1,0,1,2,NA,1,2,0,1,0,2,0,0,2,0,0,1,0,0,1,0,0,2,1,2,1,0,2,0,0,2,NA,NA,NA,12,5,2.2,9,3,NA,19,NA,4,2,49,2,"FLAT"
"950",1,0,1,0,0,0,0,3,1,2,0,0,3,0,1,2,2,0,0,0,1,0,2,1,1,1,0,0,1,0,0,0,2,0,0,0,3,0,0,2,0,0,3,1,0,2,0,3,0,2,0,3,1,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,2,NA,NA,NA,19,0,2,11,7,NA,19,NA,4,2,50,2,"FLAT"
"951",0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,15,4,3,10,4,NA,8.5,NA,1,2,51,2,"FLAT"
"952",0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,1,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0,1,1,1,NA,NA,NA,19,5,3,10,7,NA,8.5,NA,1,2,52,2,"FLAT"
"953",0,1,1,3,1,1,1,0,1,1,2,0,0,1,1,0,0,2,2,2,2,0,0,0,0,0,2,2,0,2,1,1,0,2,0,3,0,2,0,0,1,0,0,0,0,0,2,0,3,0,1,0,2,2,0,3,0,2,0,2,3,2,2,0,0,0,0,2,0,0,0,0,NA,NA,NA,14,7,2,9,5,NA,8.5,NA,1,2,53,2,"FLAT"
"954",0,0,1,0,0,0,1,2,1,1,0,0,2,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,2,1,0,0,2,1,1,0,0,2,0,1,0,1,0,1,0,1,0,0,0,0,0,0,2,NA,NA,NA,9,11,3,6,3,NA,8.5,NA,1,2,54,2,"FLAT"
"955",2,1,1,1,2,0,1,2,1,2,1,1,2,2,3,2,1,2,2,2,2,0,0,2,1,1,1,1,1,0,0,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,0,2,2,1,2,1,2,2,1,1,2,1,1,1,NA,NA,NA,19,10,1,12,5,NA,8.5,NA,1,2,55,2,"FLAT"
"956",2,1,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,2,1,1,0,2,1,2,1,1,2,1,1,1,1,2,2,2,2,1,1,2,0,2,1,1,2,1,1,1,1,2,0,1,2,2,1,3,1,2,3,2,2,1,1,1,2,1,2,3,1,1,1,1,NA,NA,NA,9,16,0,5,3,NA,19,NA,3,2,56,2,"FLAT"
"957",1,0,1,0,1,1,0,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,2,2,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,2,1,NA,NA,NA,1,15,3,1,0,NA,19,NA,2,2,57,2,"FLAT"
"958",0,1,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,3,1,0,0,0,0,1,3,0,1,1,0,0,2,0,1,0,1,2,0,1,0,1,0,0,1,1,0,1,0,1,0,3,3,0,0,1,1,0,1,3,1,2,0,0,1,0,0,0,0,1,0,NA,NA,NA,10,12,1,5,4,NA,19,NA,2,2,58,2,"FLAT"
"959",0,2,1,1,2,0,1,1,0,1,0,0,1,2,1,2,0,0,0,1,2,0,0,0,0,2,2,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,2,0,2,2,1,0,2,1,1,2,2,1,1,0,1,0,0,0,0,0,0,1,NA,NA,NA,16,16,3,9,6,NA,19,NA,2,2,59,2,"FLAT"
"960",1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,2,1,1,0,1,0,1,1,NA,NA,NA,15,17,2,9,5,NA,8.5,NA,4,2,60,2,"FLAT"
"961",2,0,1,0,2,0,1,1,1,1,0,1,2,0,1,1,1,0,1,0,2,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,0,2,1,0,0,1,1,1,1,1,2,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,NA,NA,NA,19,5,1,11,6,NA,8.5,NA,2,2,61,2,"FLAT"
"962",0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,2,0,0,0,0,2,3,3,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,2,3,1,NA,NA,NA,5,9,1,3,0,NA,8.5,NA,2,2,62,2,"FLAT"
"963",2,1,1,0,2,2,1,2,1,2,0,1,1,1,2,2,2,0,2,2,1,1,2,2,3,2,1,1,2,0,2,2,2,0,2,0,2,1,0,2,3,0,1,2,1,1,1,2,1,2,2,1,2,0,3,2,1,3,2,2,1,0,1,2,1,2,1,2,3,2,1,1,NA,NA,NA,16,12,2,9,5,NA,8.5,NA,4,2,63,2,"FLAT"
"964",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,4,16,2,1,3,NA,19,NA,3,2,64,2,"FLAT"
"965",2,0,1,1,1,0,0,2,2,0,0,1,2,0,2,2,2,0,2,0,2,1,0,0,1,1,0,0,0,1,0,0,2,0,1,0,2,0,0,2,0,1,0,1,0,1,1,2,0,2,0,1,1,0,2,0,1,2,0,0,1,0,0,1,1,3,0,0,2,0,0,2,NA,NA,NA,14,11,4,8,5,NA,19,NA,3,2,65,2,"FLAT"
"966",0,0,0,1,0,0,0,1,1,1,1,2,2,1,1,1,0,2,1,2,3,2,0,0,0,0,0,2,0,2,1,0,0,0,0,0,1,1,0,0,2,1,2,0,1,1,2,1,1,0,0,2,3,2,0,0,2,0,0,0,2,2,1,0,0,0,0,1,0,2,2,2,NA,NA,NA,11,6,3,8,2,NA,19,NA,3,2,66,2,"FLAT"
"967",0,0,2,0,1,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,13,13,0,6,6,NA,19,NA,4,2,67,2,"FLAT"
"968",0,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,NA,NA,NA,12,9,3,9,3,NA,8.5,NA,3,2,68,2,"FLAT"
"969",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,17,12,1,9,5,NA,8.5,NA,3,2,69,2,"FLAT"
"970",1,1,2,0,1,0,0,2,2,2,0,1,3,0,3,3,2,0,1,0,2,1,0,1,2,1,1,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,2,2,0,1,1,2,2,2,1,0,2,2,1,0,2,0,0,1,1,2,1,2,1,2,2,2,NA,NA,NA,13,8,2,8,3,NA,8.5,NA,2,2,70,2,"FLAT"
"971",1,0,0,0,1,0,0,1,1,0,0,1,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,NA,2,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,1,NA,NA,NA,17,4,3,8,7,NA,8.5,NA,2,2,71,2,"FLAT"
"972",1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,2,0,0,1,0,1,0,0,2,1,1,1,0,1,1,0,1,0,0,1,1,0,0,2,0,2,1,1,0,0,1,0,2,2,1,1,0,1,1,0,1,1,0,0,1,NA,NA,NA,13,11,0,9,3,NA,8.5,NA,2,2,72,2,"FLAT"
"973",1,0,1,0,1,0,0,2,1,1,0,1,2,0,2,3,2,0,0,0,2,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,2,1,0,0,2,3,0,1,0,2,1,1,1,0,2,0,0,0,2,0,0,0,2,2,1,0,2,2,3,2,NA,NA,NA,21,6,2,11,8,NA,8.5,NA,4,2,73,2,"FLAT"
"974",0,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,2,1,2,2,1,0,0,0,0,1,1,0,1,1,1,0,2,1,2,2,1,1,0,0,1,1,0,0,1,1,1,2,0,2,0,3,1,0,1,1,1,1,1,3,1,1,0,0,0,0,2,0,1,3,0,NA,NA,NA,6,8,4,4,2,NA,8.5,NA,1,2,74,2,"FLAT"
"975",0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,3,1,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,3,1,1,1,0,0,3,3,0,0,2,0,1,0,3,1,1,0,0,0,0,0,0,2,3,1,NA,NA,NA,10,18,1,5,4,NA,8.5,NA,1,2,75,2,"FLAT"
"976",1,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,NA,NA,NA,19,11,2,10,6,NA,8.5,NA,1,2,76,2,"FLAT"
"977",0,0,1,3,1,3,3,0,1,1,1,1,0,1,0,0,0,3,0,2,1,0,0,1,0,0,1,2,0,1,1,2,0,2,0,0,0,1,1,0,1,1,1,0,0,NA,1,0,2,0,0,0,1,1,0,3,1,0,2,1,1,0,3,0,1,0,1,1,0,1,1,0,NA,NA,NA,7,18,2,3,3,NA,8.5,NA,1,2,77,2,"FLAT"
"978",0,0,0,0,0,0,1,2,0,0,1,3,2,0,2,0,0,0,0,1,3,2,0,0,0,0,0,1,0,1,2,0,0,1,0,1,0,1,0,0,0,0,2,0,0,2,2,2,1,0,0,2,0,3,1,1,1,1,0,0,3,1,1,0,0,0,0,0,0,3,2,2,NA,NA,NA,8,9,1,3,3,NA,8.5,NA,1,2,78,2,"FLAT"
"979",3,0,2,0,2,0,0,2,1,3,0,1,1,0,3,2,3,0,3,0,1,0,3,2,3,2,0,1,2,0,0,0,2,0,3,2,2,0,0,2,1,0,1,1,3,1,1,3,0,1,0,2,1,1,2,0,1,2,0,1,1,0,0,2,3,0,3,0,3,2,0,1,NA,NA,NA,9,6,2,6,1,NA,19,NA,2,2,79,2,"FLAT"
"980",1,2,2,1,2,1,2,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,0,1,0,0,2,1,0,2,2,1,0,2,0,2,1,2,2,1,1,3,0,0,1,1,2,0,2,1,2,0,1,1,0,1,0,2,1,2,1,2,2,1,2,1,2,2,1,1,1,0,NA,NA,NA,10,6,3,6,2,NA,19,NA,2,2,80,2,"FLAT"
"981",0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,1,0,NA,NA,NA,14,14,0,8,5,NA,19,NA,2,2,81,2,"FLAT"
"982",2,0,3,1,3,0,0,0,0,3,0,0,0,2,2,0,0,0,0,1,0,0,0,2,0,2,0,2,2,0,1,0,1,0,0,2,0,1,2,2,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,2,2,0,3,2,1,0,0,0,NA,NA,NA,11,4,2,6,3,NA,19,NA,2,2,82,2,"FLAT"
"983",1,0,1,0,0,0,0,2,0,1,0,0,1,0,1,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,2,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,1,NA,NA,NA,6,3,5,4,1,NA,19,NA,2,2,83,2,"FLAT"
"984",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,2,2,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1,0,NA,NA,NA,10,11,2,5,3,NA,19,NA,2,2,84,2,"FLAT"
"985",0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,1,2,1,0,0,0,0,0,2,0,2,3,0,0,1,0,1,1,2,1,0,0,0,1,0,0,0,1,0,1,0,1,0,2,2,0,0,1,1,0,1,3,2,2,0,1,0,1,1,0,1,2,1,NA,NA,NA,6,10,1,2,2,NA,8.5,NA,3,2,85,2,"FLAT"
"986",1,0,0,1,1,1,1,1,2,0,1,1,2,0,2,1,0,0,1,0,0,0,0,1,0,2,0,1,0,0,1,0,1,1,2,2,3,1,0,0,0,0,2,1,1,1,1,3,1,1,0,2,3,0,0,0,1,1,0,0,3,1,0,1,0,1,0,1,1,1,1,1,NA,NA,NA,10,11,3,7,2,NA,8.5,NA,3,2,86,2,"FLAT"
"987",1,0,2,0,1,0,0,1,0,2,1,1,1,1,2,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,1,1,2,1,0,0,1,1,2,0,1,0,1,0,1,1,1,0,1,2,0,1,1,1,0,0,1,1,1,0,0,2,1,1,NA,NA,NA,13,10,2,8,4,NA,8.5,NA,2,2,87,2,"FLAT"
